nerc_region_abbr,nerc_region_desc,sector,year,load_multiplier,scenario,sector_abbr
PJMD,PJM / Dominion,Commercial,2020,1,AEO2022 Reference case,com
PJMW,PJM / West,Industrial,2018,1,AEO2023 High Economic Growth,ind
PJMC,PJM / Commonwealth Edison,Residential,2018,1,AEO2023 High Economic Growth,res
PJMC,PJM / Commonwealth Edison,Commercial,2018,1,AEO2023 High Economic Growth,com
PJMC,PJM / Commonwealth Edison,Industrial,2018,1,AEO2023 High Economic Growth,ind
PJMD,PJM / Dominion,Residential,2018,1,AEO2023 High Economic Growth,res
PJMD,PJM / Dominion,Industrial,2020,1,AEO2022 Reference case,ind
PJMD,PJM / Dominion,Commercial,2018,1,AEO2023 High Economic Growth,com
PJMD,PJM / Dominion,Industrial,2018,1,AEO2023 High Economic Growth,ind
SRCA,SERC Reliability Corporation / East,Residential,2018,1,AEO2023 High Economic Growth,res
SRCA,SERC Reliability Corporation / East,Residential,2020,1,AEO2022 Reference case,res
SRCA,SERC Reliability Corporation / East,Commercial,2018,1,AEO2023 High Economic Growth,com
SRCA,SERC Reliability Corporation / East,Industrial,2018,1,AEO2023 High Economic Growth,ind
SRSE,SERC Reliability Corporation / Southeastern,Residential,2018,1,AEO2023 High Economic Growth,res
SRSE,SERC Reliability Corporation / Southeastern,Commercial,2018,1,AEO2023 High Economic Growth,com
SRSE,SERC Reliability Corporation / Southeastern,Industrial,2018,1,AEO2023 High Economic Growth,ind
SRCE,SERC Reliability Corporation / Central,Residential,2018,1,AEO2023 High Economic Growth,res
SRCE,SERC Reliability Corporation / Central,Commercial,2018,1,AEO2023 High Economic Growth,com
SRCE,SERC Reliability Corporation / Central,Industrial,2018,1,AEO2023 High Economic Growth,ind
SPPS,Southwest Power Pool / South,Residential,2018,1,AEO2023 High Economic Growth,res
SPPS,Southwest Power Pool / South,Commercial,2018,1,AEO2023 High Economic Growth,com
SPPS,Southwest Power Pool / South,Industrial,2018,1,AEO2023 High Economic Growth,ind
SPPC,Southwest Power Pool / Central,Residential,2018,1,AEO2023 High Economic Growth,res
SPPC,Southwest Power Pool / Central,Commercial,2018,1,AEO2023 High Economic Growth,com
SPPC,Southwest Power Pool / Central,Industrial,2018,1,AEO2023 High Economic Growth,ind
SPPN,Southwest Power Pool / North,Residential,2018,1,AEO2023 High Economic Growth,res
SRCA,SERC Reliability Corporation / East,Commercial,2020,1,AEO2022 Reference case,com
SPPN,Southwest Power Pool / North,Commercial,2018,1,AEO2023 High Economic Growth,com
SPPN,Southwest Power Pool / North,Industrial,2018,1,AEO2023 High Economic Growth,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2018,1,AEO2023 High Economic Growth,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2018,1,AEO2023 High Economic Growth,com
SRCA,SERC Reliability Corporation / East,Industrial,2020,1,AEO2022 Reference case,ind
SRSE,SERC Reliability Corporation / Southeastern,Residential,2020,1,AEO2022 Reference case,res
PJMD,PJM / Dominion,Residential,2020,1,AEO2023 High Oil Price,res
PJMD,PJM / Dominion,Commercial,2020,1,AEO2023 High Oil Price,com
PJMD,PJM / Dominion,Industrial,2020,1,AEO2023 High Oil Price,ind
SRCA,SERC Reliability Corporation / East,Residential,2020,1,AEO2023 High Oil Price,res
SRCA,SERC Reliability Corporation / East,Commercial,2020,1,AEO2023 High Oil Price,com
SRCA,SERC Reliability Corporation / East,Industrial,2020,1,AEO2023 High Oil Price,ind
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2018,1,AEO2023 High Economic Growth,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2018,1,AEO2023 High Economic Growth,res
CANO,Western Electricity Coordinating Council / California North,Commercial,2018,1,AEO2023 High Economic Growth,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2018,1,AEO2023 High Economic Growth,ind
CASO,Western Electricity Coordinating Council / California South,Residential,2018,1,AEO2023 High Economic Growth,res
CASO,Western Electricity Coordinating Council / California South,Commercial,2018,1,AEO2023 High Economic Growth,com
CASO,Western Electricity Coordinating Council / California South,Industrial,2018,1,AEO2023 High Economic Growth,ind
NWPP,Western Electricity Coordinating Council / Northwest Power Pool Area,Residential,2018,1,AEO2023 High Economic Growth,res
NWPP,Western Electricity Coordinating Council / Northwest Power Pool Area,Commercial,2018,1,AEO2023 High Economic Growth,com
SRSE,SERC Reliability Corporation / Southeastern,Commercial,2020,1,AEO2022 Reference case,com
NWPP,Western Electricity Coordinating Council / Northwest Power Pool Area,Industrial,2018,1,AEO2023 High Economic Growth,ind
RMRG,Western Electricity Coordinating Council / Rockies,Residential,2018,1,AEO2023 High Economic Growth,res
RMRG,Western Electricity Coordinating Council / Rockies,Commercial,2018,1,AEO2023 High Economic Growth,com
RMRG,Western Electricity Coordinating Council / Rockies,Industrial,2018,1,AEO2023 High Economic Growth,ind
BASN,Western Electricity Coordinating Council / Basin,Residential,2018,1,AEO2023 High Economic Growth,res
BASN,Western Electricity Coordinating Council / Basin,Commercial,2018,1,AEO2023 High Economic Growth,com
TRE,Texas Reliability Entity,Residential,2018,1,AEO2023 Low Oil Price,res
SRSE,SERC Reliability Corporation / Southeastern,Industrial,2020,1,AEO2022 Reference case,ind
TRE,Texas Reliability Entity,Industrial,2018,1,AEO2023 Low Oil Price,ind
TRE,Texas Reliability Entity,Commercial,2018,1,AEO2023 Low Oil Price,com
SRCE,SERC Reliability Corporation / Central,Residential,2020,1,AEO2022 Reference case,res
FRCC,Florida Reliability Coordinating Council,Residential,2018,1,AEO2023 Low Oil Price,res
FRCC,Florida Reliability Coordinating Council,Industrial,2018,1,AEO2023 Low Oil Price,ind
FRCC,Florida Reliability Coordinating Council,Commercial,2018,1,AEO2023 Low Oil Price,com
MISW,Midcontinent / West,Residential,2018,1,AEO2023 Low Oil Price,res
MISW,Midcontinent / West,Industrial,2018,1,AEO2023 Low Oil Price,ind
MISW,Midcontinent / West,Commercial,2018,1,AEO2023 Low Oil Price,com
MISC,Midcontinent / Central,Residential,2018,1,AEO2023 Low Oil Price,res
MISC,Midcontinent / Central,Industrial,2018,1,AEO2023 Low Oil Price,ind
MISC,Midcontinent / Central,Commercial,2018,1,AEO2023 Low Oil Price,com
MISE,Midcontinent / East,Residential,2018,1,AEO2023 Low Oil Price,res
MISE,Midcontinent / East,Industrial,2018,1,AEO2023 Low Oil Price,ind
MISE,Midcontinent / East,Commercial,2018,1,AEO2023 Low Oil Price,com
MISS,Midcontinent / South,Residential,2018,1,AEO2023 Low Oil Price,res
MISS,Midcontinent / South,Industrial,2018,1,AEO2023 Low Oil Price,ind
MISS,Midcontinent / South,Commercial,2018,1,AEO2023 Low Oil Price,com
SRCE,SERC Reliability Corporation / Central,Commercial,2020,1,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2018,1,AEO2023 Low Oil Price,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2018,1,AEO2023 Low Oil Price,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2018,1,AEO2023 Low Oil Price,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2018,1,AEO2023 Low Oil Price,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2018,1,AEO2023 Low Oil Price,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2018,1,AEO2023 Low Oil Price,com
NYUP,Northeast Power Coordinating Council / Upstate New York,Residential,2018,1,AEO2023 Low Oil Price,res
SRCE,SERC Reliability Corporation / Central,Industrial,2020,1,AEO2022 Reference case,ind
NYUP,Northeast Power Coordinating Council / Upstate New York,Industrial,2018,1,AEO2023 Low Oil Price,ind
NYUP,Northeast Power Coordinating Council / Upstate New York,Commercial,2018,1,AEO2023 Low Oil Price,com
SPPS,Southwest Power Pool / South,Residential,2020,1,AEO2022 Reference case,res
PJME,PJM / East,Residential,2018,1,AEO2023 Low Oil Price,res
PJME,PJM / East,Industrial,2018,1,AEO2023 Low Oil Price,ind
SRSE,SERC Reliability Corporation / Southeastern,Commercial,2020,1,AEO2023 High Oil Price,com
SRSE,SERC Reliability Corporation / Southeastern,Industrial,2020,1,AEO2023 High Oil Price,ind
SRCE,SERC Reliability Corporation / Central,Residential,2020,1,AEO2023 High Oil Price,res
SRCE,SERC Reliability Corporation / Central,Commercial,2020,1,AEO2023 High Oil Price,com
SRCE,SERC Reliability Corporation / Central,Industrial,2020,1,AEO2023 High Oil Price,ind
SPPS,Southwest Power Pool / South,Residential,2020,1,AEO2023 High Oil Price,res
SPPS,Southwest Power Pool / South,Commercial,2020,1,AEO2023 High Oil Price,com
SPPS,Southwest Power Pool / South,Residential,2020,1,AEO2023 High Economic Growth,res
PJME,PJM / East,Commercial,2018,1,AEO2023 Low Oil Price,com
PJMW,PJM / West,Residential,2018,1,AEO2023 Low Oil Price,res
PJMW,PJM / West,Industrial,2018,1,AEO2023 Low Oil Price,ind
SPPS,Southwest Power Pool / South,Commercial,2020,1,AEO2022 Reference case,com
PJMW,PJM / West,Commercial,2018,1,AEO2023 Low Oil Price,com
PJMC,PJM / Commonwealth Edison,Residential,2018,1,AEO2023 Low Oil Price,res
PJMC,PJM / Commonwealth Edison,Industrial,2018,1,AEO2023 Low Oil Price,ind
PJMC,PJM / Commonwealth Edison,Commercial,2018,1,AEO2023 Low Oil Price,com
PJMD,PJM / Dominion,Residential,2018,1,AEO2023 Low Oil Price,res
PJMD,PJM / Dominion,Industrial,2018,1,AEO2023 Low Oil Price,ind
SPPS,Southwest Power Pool / South,Industrial,2020,1,AEO2022 Reference case,ind
PJMD,PJM / Dominion,Commercial,2018,1,AEO2023 Low Oil Price,com
SRCA,SERC Reliability Corporation / East,Residential,2018,1,AEO2023 Low Oil Price,res
SPPC,Southwest Power Pool / Central,Residential,2020,1,AEO2022 Reference case,res
SRCA,SERC Reliability Corporation / East,Industrial,2018,1,AEO2023 Low Oil Price,ind
SRCA,SERC Reliability Corporation / East,Commercial,2018,1,AEO2023 Low Oil Price,com
SRSE,SERC Reliability Corporation / Southeastern,Residential,2018,1,AEO2023 Low Oil Price,res
SRSE,SERC Reliability Corporation / Southeastern,Industrial,2018,1,AEO2023 Low Oil Price,ind
SRSE,SERC Reliability Corporation / Southeastern,Commercial,2018,1,AEO2023 Low Oil Price,com
SRCE,SERC Reliability Corporation / Central,Residential,2018,1,AEO2023 Low Oil Price,res
SRCE,SERC Reliability Corporation / Central,Industrial,2018,1,AEO2023 Low Oil Price,ind
SRCE,SERC Reliability Corporation / Central,Commercial,2018,1,AEO2023 Low Oil Price,com
SPPS,Southwest Power Pool / South,Residential,2018,1,AEO2023 Low Oil Price,res
SPPS,Southwest Power Pool / South,Industrial,2018,1,AEO2023 Low Oil Price,ind
SPPS,Southwest Power Pool / South,Commercial,2018,1,AEO2023 Low Oil Price,com
SPPC,Southwest Power Pool / Central,Industrial,2018,1,AEO2023 Low Oil Price,ind
SPPC,Southwest Power Pool / Central,Commercial,2018,1,AEO2023 Low Oil Price,com
SPPN,Southwest Power Pool / North,Residential,2018,1,AEO2023 Low Oil Price,res
SPPN,Southwest Power Pool / North,Industrial,2018,1,AEO2023 Low Oil Price,ind
SPPN,Southwest Power Pool / North,Commercial,2018,1,AEO2023 Low Oil Price,com
SPPC,Southwest Power Pool / Central,Commercial,2020,1,AEO2022 Reference case,com
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2018,1,AEO2023 Low Oil Price,res
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2018,1,AEO2023 Low Oil Price,ind
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2018,1,AEO2023 Low Oil Price,com
CANO,Western Electricity Coordinating Council / California North,Residential,2018,1,AEO2023 Low Oil Price,res
SPPC,Southwest Power Pool / Central,Industrial,2020,1,AEO2022 Reference case,ind
CANO,Western Electricity Coordinating Council / California North,Industrial,2018,1,AEO2023 Low Oil Price,ind
CANO,Western Electricity Coordinating Council / California North,Commercial,2018,1,AEO2023 Low Oil Price,com
CASO,Western Electricity Coordinating Council / California South,Residential,2018,1,AEO2023 Low Oil Price,res
CASO,Western Electricity Coordinating Council / California South,Industrial,2018,1,AEO2023 Low Oil Price,ind
CASO,Western Electricity Coordinating Council / California South,Commercial,2018,1,AEO2023 Low Oil Price,com
NWPP,Western Electricity Coordinating Council / Northwest Power Pool Area,Residential,2018,1,AEO2023 Low Oil Price,res
NWPP,Western Electricity Coordinating Council / Northwest Power Pool Area,Industrial,2018,1,AEO2023 Low Oil Price,ind
NWPP,Western Electricity Coordinating Council / Northwest Power Pool Area,Commercial,2018,1,AEO2023 Low Oil Price,com
RMRG,Western Electricity Coordinating Council / Rockies,Residential,2018,1,AEO2023 Low Oil Price,res
RMRG,Western Electricity Coordinating Council / Rockies,Industrial,2018,1,AEO2023 Low Oil Price,ind
SPPN,Southwest Power Pool / North,Residential,2020,1,AEO2022 Reference case,res
RMRG,Western Electricity Coordinating Council / Rockies,Commercial,2018,1,AEO2023 Low Oil Price,com
BASN,Western Electricity Coordinating Council / Basin,Residential,2018,1,AEO2023 Low Oil Price,res
BASN,Western Electricity Coordinating Council / Basin,Industrial,2018,1,AEO2023 Low Oil Price,ind
BASN,Western Electricity Coordinating Council / Basin,Commercial,2018,1,AEO2023 Low Oil Price,com
TRE,Texas Reliability Entity,Residential,2018,1,AEO2023 Low Economic Growth,res
TRE,Texas Reliability Entity,Commercial,2018,1,AEO2023 Low Economic Growth,com
TRE,Texas Reliability Entity,Industrial,2018,1,AEO2023 Low Economic Growth,ind
SPPN,Southwest Power Pool / North,Commercial,2020,1,AEO2022 Reference case,com
SPPN,Southwest Power Pool / North,Industrial,2020,1,AEO2022 Reference case,ind
SPPS,Southwest Power Pool / South,Industrial,2020,1,AEO2023 High Oil Price,ind
SPPC,Southwest Power Pool / Central,Residential,2020,1,AEO2023 High Oil Price,res
SPPC,Southwest Power Pool / Central,Commercial,2020,1,AEO2023 High Oil Price,com
SPPC,Southwest Power Pool / Central,Industrial,2020,1,AEO2023 High Oil Price,ind
SPPN,Southwest Power Pool / North,Residential,2020,1,AEO2023 High Oil Price,res
FRCC,Florida Reliability Coordinating Council,Residential,2018,1,AEO2023 Low Economic Growth,res
FRCC,Florida Reliability Coordinating Council,Commercial,2018,1,AEO2023 Low Economic Growth,com
FRCC,Florida Reliability Coordinating Council,Industrial,2018,1,AEO2023 Low Economic Growth,ind
MISW,Midcontinent / West,Residential,2018,1,AEO2023 Low Economic Growth,res
MISW,Midcontinent / West,Commercial,2018,1,AEO2023 Low Economic Growth,com
MISW,Midcontinent / West,Industrial,2018,1,AEO2023 Low Economic Growth,ind
MISC,Midcontinent / Central,Residential,2018,1,AEO2023 Low Economic Growth,res
MISC,Midcontinent / Central,Commercial,2018,1,AEO2023 Low Economic Growth,com
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2020,1,AEO2022 Reference case,res
MISC,Midcontinent / Central,Industrial,2018,1,AEO2023 Low Economic Growth,ind
MISE,Midcontinent / East,Residential,2018,1,AEO2023 Low Economic Growth,res
MISE,Midcontinent / East,Commercial,2018,1,AEO2023 Low Economic Growth,com
MISE,Midcontinent / East,Industrial,2018,1,AEO2023 Low Economic Growth,ind
MISS,Midcontinent / South,Residential,2018,1,AEO2023 Low Economic Growth,res
MISS,Midcontinent / South,Commercial,2018,1,AEO2023 Low Economic Growth,com
MISS,Midcontinent / South,Industrial,2018,1,AEO2023 Low Economic Growth,ind
ISNE,Northeast Power Coordinating Council / New England,Residential,2018,1,AEO2023 Low Economic Growth,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2020,1,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Commercial,2018,1,AEO2023 Low Economic Growth,com
ISNE,Northeast Power Coordinating Council / New England,Industrial,2018,1,AEO2023 Low Economic Growth,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2018,1,AEO2023 Low Economic Growth,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2018,1,AEO2023 Low Economic Growth,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2020,1,AEO2022 Reference case,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2018,1,AEO2023 Low Economic Growth,ind
NYUP,Northeast Power Coordinating Council / Upstate New York,Residential,2018,1,AEO2023 Low Economic Growth,res
NYUP,Northeast Power Coordinating Council / Upstate New York,Commercial,2018,1,AEO2023 Low Economic Growth,com
NYUP,Northeast Power Coordinating Council / Upstate New York,Industrial,2018,1,AEO2023 Low Economic Growth,ind
